10
8.966056212997500552e+00,1.949727137799709453e+01,8.005769783499999903e+01,2.426616879899993364e+02,2.923740308099877439e+01,9.935345843998220516e+00,3.929410554100104491e+01,2.737680758490023436e+02,1.938135874900035560e+01,1.763120813299974543e+01,1.036076870899996720e+02,2.862744952600041870e+01,1.888440746390006097e+02,1.127119981299983920e+01,8.126998813500176766e+01,4.725755121499969391e+01,2.532386322799720801e+01,3.484730637540014868e+02,3.364198435000071186e+01,2.006120718899910571e+01,3.160854585100241820e+01,4.308223938199807890e+01,2.135707890400226461e+01,1.552753942799972720e+01,1.772538229900237639e+01,1.348570717259972298e+02,1.131824141500328551e+01,4.278414589300155058e+01,2.722462067800006480e+01,1.393690178500037291e+01,2.373244316599812009e+01,2.111994066250008473e+02,1.676946364899777109e+01,1.097677856299924315e+01,1.376686989500012714e+01,2.276789581099728821e+01,3.270598056199742132e+01,2.679301427599784802e+01,9.705035651899743243e+01,5.555189099899871508e+01,5.214411352400202304e+01,2.441657023500010837e+01,4.734605231999739772e+01,1.089470416170006501e+02,1.742081892400165088e+01,8.545399273399743834e+01,1.158295480999731808e+01,1.781835998800306697e+01,1.540020573700167006e+01,1.895644084499872406e+01,1.326725351099958061e+01,1.273672810800053412e+01,1.205870411599971703e+01,1.145978850949977641e+02,1.007095547599965357e+01,1.680911756199930096e+01,2.033902406800189056e+01,3.007416000600278494e+01,3.664073149199975887e+01,5.140682389399808017e+01,5.510751948100005393e+02,9.874849214799905894e+01,6.384486916699825088e+01,8.395030930099892430e+01,9.559645549000197207e+01,7.432349722999788355e+00,3.798873647400250775e+01,2.987331619800170301e+01,4.166979941997851711e+00,1.421289154599799076e+01,2.122225555299883126e+01,6.179630286800238537e+01,1.612847227699967334e+01,6.097520172700023977e+01,1.134480207460001111e+02,2.889721738099979120e+01,1.762895124600254348e+01,3.095707154599949718e+01,4.577180988799955230e+01,4.676446822200159659e+01,2.773577251200185856e+01,4.897789391900005285e+01,2.348323569999774918e+01,2.185004466499958653e+01,1.595839455589994031e+02,4.232032499300112249e+01,3.043529375420002907e+02,1.080128921399955289e+01,1.117985862600107794e+01,2.718668694200096070e+01,1.769131503699827590e+01,3.079700018200310296e+01,7.634037284800069756e+01,3.605227416800335050e+01,1.974412680300156353e+01,3.912457536200236063e+01,8.752896075999160530e+00,2.898596409899982973e+01,2.190999130799900740e+01,7.382124718600243796e+01
